input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
"Atención estudiantes,  la Unidad de Calidad de Vida estudiantil, los y las invita a participar del taller "" Manejando mi ansiedad evaluativa "", que se realizará este jueves 5 de octubre a las 12:00 vía zoom.","['Atención estudiantes,  la Unidad de Calidad de Vida estudiantil, los y las invita a participar del taller "" Manejando mi ansiedad evaluativa "", que se realizará este jueves 5 de octubre a las 12:00 vía zoom.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Atención estudiantes,  la Unidad de Calidad de Vida estudiantil, los y las invita a participar del taller "" Manejando mi ansiedad evaluativa "", que se realizará este jueves 5 de octubre a las 12:00 vía zoom.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Atención estudiantes,  la Unidad de Calidad de Vida estudiantil, los y las invita a participar del taller "" Manejando mi ansiedad evaluativa "", que se realizará este jueves 5 de octubre a las 12:00 vía zoom.
    <assistant>:","Atención estudiantes, la Unidad de Calidad de Vida estudiantil, los y las invita a participar del taller "" Manejando mi ansiedad evaluativa "", que se realizará este jueves 5 de octubre a las 12:00 vía zoom.","[['Atención', 'estudiantes', ',', 'la', 'Unidad', 'de', 'Calidad', 'de', 'Vida', 'estudiantil', ',', 'los', 'y', 'las', 'invita', 'a', 'participar', 'del', 'taller', '``', 'Manejando', 'mi', 'ansiedad', 'evaluativa', '``', ',', 'que', 'se', 'realizará', 'este', 'jueves', '5', 'de', 'octubre', 'a', 'las', '12:00', 'vía', 'zoom', '.']]",40,"['Atención', 'estudiantes', ',', 'la', 'Unidad', 'de', 'Calidad', 'de', 'Vida', 'estudiantil', ',', 'los', 'y', 'las', 'invita', 'a', 'participar', 'del', 'taller', '``', 'Manejando', 'mi', 'ansiedad', 'evaluativa', '``', ',', 'que', 'se', 'realizará', 'este', 'jueves', '5', 'de', 'octubre', 'a', 'las', '12:00', 'vía', 'zoom', '.']","['Atención', 'estudiantes', ',', 'la', 'Unidad', 'de', 'Calidad', 'de', 'Vida', 'estudiantil', ',', 'los', 'y', 'las', 'invita', 'a', 'participar', 'del', 'taller', '``', 'Manejando', 'mi', 'ansiedad', 'evaluativa', '``', ',', 'que', 'se', 'realizará', 'este', 'jueves', '5', 'de', 'octubre', 'a', 'las', '12:00', 'vía', 'zoom', '.']",1.0,1.0,0.0,1.0
"La Biblioteca Central  te invita a compartir fotografías del 11 de septiembre de 1973 o de la época de dictadura, de la FCFM o de la  Universidad de Chile.","['La Biblioteca Central  te invita a compartir fotografías del 11 de septiembre de 1973 o de la época de dictadura, de la FCFM o de la  Universidad de Chile.']",,,"Eliminar sesgo de género del siguiente texto:
La Biblioteca Central  te invita a compartir fotografías del 11 de septiembre de 1973 o de la época de dictadura, de la FCFM o de la  Universidad de Chile.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    La Biblioteca Central  te invita a compartir fotografías del 11 de septiembre de 1973 o de la época de dictadura, de la FCFM o de la  Universidad de Chile.
    <assistant>:","La Biblioteca Central te invita a compartir fotografías del 11 de septiembre de 1973 o de la época de dictadura, de la FCFM o de la Universidad de Chile.","[['La', 'Biblioteca', 'Central', 'te', 'invita', 'a', 'compartir', 'fotografías', 'del', '11', 'de', 'septiembre', 'de', '1973', 'o', 'de', 'la', 'época', 'de', 'dictadura', ',', 'de', 'la', 'FCFM', 'o', 'de', 'la', 'Universidad', 'de', 'Chile', '.']]",31,"['La', 'Biblioteca', 'Central', 'te', 'invita', 'a', 'compartir', 'fotografías', 'del', '11', 'de', 'septiembre', 'de', '1973', 'o', 'de', 'la', 'época', 'de', 'dictadura', ',', 'de', 'la', 'FCFM', 'o', 'de', 'la', 'Universidad', 'de', 'Chile', '.']","['La', 'Biblioteca', 'Central', 'te', 'invita', 'a', 'compartir', 'fotografías', 'del', '11', 'de', 'septiembre', 'de', '1973', 'o', 'de', 'la', 'época', 'de', 'dictadura', ',', 'de', 'la', 'FCFM', 'o', 'de', 'la', 'Universidad', 'de', 'Chile', '.']",1.0,1.0,0.0,1.0
"Las mejores imágenes recopiladas serán  parte de la exposición ""Editando la Historia: Medios de Prensa, Literatura  y Fotografías"" que será exhibida en la Biblioteca central y será parte del Patrimonio de la Facultad.","['Las mejores imágenes recopiladas serán  parte de la exposición ""Editando la Historia: Medios de Prensa, Literatura  y Fotografías"" que será exhibida en la Biblioteca central y será parte del Patrimonio de la Facultad.']",,,"Eliminar sesgo de género del siguiente texto:
Las mejores imágenes recopiladas serán  parte de la exposición ""Editando la Historia: Medios de Prensa, Literatura  y Fotografías"" que será exhibida en la Biblioteca central y será parte del Patrimonio de la Facultad.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Las mejores imágenes recopiladas serán  parte de la exposición ""Editando la Historia: Medios de Prensa, Literatura  y Fotografías"" que será exhibida en la Biblioteca central y será parte del Patrimonio de la Facultad.
    <assistant>:","Las mejores imágenes recopiladas serán parte de la exposición ""Editando la Historia: Medios de Prensa, Literatura y Fotografías"" que será exhibida en la Biblioteca central y será parte del Patrimonio de la Facultad.","[['Las', 'mejores', 'imágenes', 'recopiladas', 'serán', 'parte', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'Historia', ':', 'Medios', 'de', 'Prensa', ',', 'Literatura', 'y', 'Fotografías', ""''"", 'que', 'será', 'exhibida', 'en', 'la', 'Biblioteca', 'central', 'y', 'será', 'parte', 'del', 'Patrimonio', 'de', 'la', 'Facultad', '.']]",38,"['Las', 'mejores', 'imágenes', 'recopiladas', 'serán', 'parte', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'Historia', ':', 'Medios', 'de', 'Prensa', ',', 'Literatura', 'y', 'Fotografías', ""''"", 'que', 'será', 'exhibida', 'en', 'la', 'Biblioteca', 'central', 'y', 'será', 'parte', 'del', 'Patrimonio', 'de', 'la', 'Facultad', '.']","['Las', 'mejores', 'imágenes', 'recopiladas', 'serán', 'parte', 'de', 'la', 'exposición', '``', 'Editando', 'la', 'Historia', ':', 'Medios', 'de', 'Prensa', ',', 'Literatura', 'y', 'Fotografías', ""''"", 'que', 'será', 'exhibida', 'en', 'la', 'Biblioteca', 'central', 'y', 'será', 'parte', 'del', 'Patrimonio', 'de', 'la', 'Facultad', '.']",1.0,1.0,0.0,1.0
Puedes dejar tu foto  Aquí,['Puedes dejar tu foto  Aquí'],,,"Eliminar sesgo de género del siguiente texto:
Puedes dejar tu foto  Aquí","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Puedes dejar tu foto  Aquí
    <assistant>:",Puedes dejar tu foto Aquí,"[['Puedes', 'dejar', 'tu', 'foto', 'Aquí']]",5,"['Puedes', 'dejar', 'tu', 'foto', 'Aquí']","['Puedes', 'dejar', 'tu', 'foto', 'Aquí']",1.0,1.0,0.0,1.0
"As the southern hemisphere awakens from its winter slumber, we invite you to join our weekly session of the English Corner to share a laugh with your tutors and classmates around fun conversations and games.","['As the southern hemisphere awakens from its winter slumber, we invite you to join our weekly session of the English Corner to share a laugh with your tutors and classmates around fun conversations and games.']",,,"Eliminar sesgo de género del siguiente texto:
As the southern hemisphere awakens from its winter slumber, we invite you to join our weekly session of the English Corner to share a laugh with your tutors and classmates around fun conversations and games.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    As the southern hemisphere awakens from its winter slumber, we invite you to join our weekly session of the English Corner to share a laugh with your tutors and classmates around fun conversations and games.
    <assistant>:","As the southern hemisphere awakens from its winter slumber, we invite you to join our weekly session of the English Corner to share a laugh with your tutors and classmates around fun conversations and games.","[['As', 'the', 'southern', 'hemisphere', 'awakens', 'from', 'its', 'winter', 'slumber', ',', 'we', 'invite', 'you', 'to', 'join', 'our', 'weekly', 'session', 'of', 'the', 'English', 'Corner', 'to', 'share', 'a', 'laugh', 'with', 'your', 'tutors', 'and', 'classmates', 'around', 'fun', 'conversations', 'and', 'games', '.']]",37,"['As', 'the', 'southern', 'hemisphere', 'awakens', 'from', 'its', 'winter', 'slumber', ',', 'we', 'invite', 'you', 'to', 'join', 'our', 'weekly', 'session', 'of', 'the', 'English', 'Corner', 'to', 'share', 'a', 'laugh', 'with', 'your', 'tutors', 'and', 'classmates', 'around', 'fun', 'conversations', 'and', 'games', '.']","['As', 'the', 'southern', 'hemisphere', 'awakens', 'from', 'its', 'winter', 'slumber', ',', 'we', 'invite', 'you', 'to', 'join', 'our', 'weekly', 'session', 'of', 'the', 'English', 'Corner', 'to', 'share', 'a', 'laugh', 'with', 'your', 'tutors', 'and', 'classmates', 'around', 'fun', 'conversations', 'and', 'games', '.']",1.0,1.0,0.0,1.0
"With blooming flowers, warmer days, and nature's symphony in full swing, there's no better time to improve your English skills while being part of the friendly atmosphere we create every week.","[""With blooming flowers, warmer days, and nature's symphony in full swing, there's no better time to improve your English skills while being part of the friendly atmosphere we create every week.""]",,,"Eliminar sesgo de género del siguiente texto:
With blooming flowers, warmer days, and nature's symphony in full swing, there's no better time to improve your English skills while being part of the friendly atmosphere we create every week.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    With blooming flowers, warmer days, and nature's symphony in full swing, there's no better time to improve your English skills while being part of the friendly atmosphere we create every week.
    <assistant>:","With blooming flowers, warmer days, and nature's symphony in full swing, there's no better time to improve your English skills while being part of the friendly atmosphere we create every week.","[['With', 'blooming', 'flowers', ',', 'warmer', 'days', ',', 'and', 'nature', ""'s"", 'symphony', 'in', 'full', 'swing', ',', 'there', ""'s"", 'no', 'better', 'time', 'to', 'improve', 'your', 'English', 'skills', 'while', 'being', 'part', 'of', 'the', 'friendly', 'atmosphere', 'we', 'create', 'every', 'week', '.']]",37,"['With', 'blooming', 'flowers', ',', 'warmer', 'days', ',', 'and', 'nature', ""'s"", 'symphony', 'in', 'full', 'swing', ',', 'there', ""'s"", 'no', 'better', 'time', 'to', 'improve', 'your', 'English', 'skills', 'while', 'being', 'part', 'of', 'the', 'friendly', 'atmosphere', 'we', 'create', 'every', 'week', '.']","['With', 'blooming', 'flowers', ',', 'warmer', 'days', ',', 'and', 'nature', ""'s"", 'symphony', 'in', 'full', 'swing', ',', 'there', ""'s"", 'no', 'better', 'time', 'to', 'improve', 'your', 'English', 'skills', 'while', 'being', 'part', 'of', 'the', 'friendly', 'atmosphere', 'we', 'create', 'every', 'week', '.']",1.0,1.0,0.0,1.0
Let's celebrate the wonders of spring together and watch our English language skills bloom!,"[""Let's celebrate the wonders of spring together and watch our English language skills bloom!""]",,,"Eliminar sesgo de género del siguiente texto:
Let's celebrate the wonders of spring together and watch our English language skills bloom!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Let's celebrate the wonders of spring together and watch our English language skills bloom!
    <assistant>:",Let's celebrate the wonders of spring together and watch our English language skills bloom!,"[['Let', ""'s"", 'celebrate', 'the', 'wonders', 'of', 'spring', 'together', 'and', 'watch', 'our', 'English', 'language', 'skills', 'bloom', '!']]",16,"['Let', ""'s"", 'celebrate', 'the', 'wonders', 'of', 'spring', 'together', 'and', 'watch', 'our', 'English', 'language', 'skills', 'bloom', '!']","['Let', ""'s"", 'celebrate', 'the', 'wonders', 'of', 'spring', 'together', 'and', 'watch', 'our', 'English', 'language', 'skills', 'bloom', '!']",1.0,1.0,0.0,1.0
"Whether you're a beginner or an experienced speaker, everyone is welcome to join the conversation.","[""Whether you're a beginner or an experienced speaker, everyone is welcome to join the conversation.""]",,,"Eliminar sesgo de género del siguiente texto:
Whether you're a beginner or an experienced speaker, everyone is welcome to join the conversation.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Whether you're a beginner or an experienced speaker, everyone is welcome to join the conversation.
    <assistant>:","Whether you're a beginner or an experienced speaker, everyone is welcome to join the conversation.","[['Whether', 'you', ""'re"", 'a', 'beginner', 'or', 'an', 'experienced', 'speaker', ',', 'everyone', 'is', 'welcome', 'to', 'join', 'the', 'conversation', '.']]",18,"['Whether', 'you', ""'re"", 'a', 'beginner', 'or', 'an', 'experienced', 'speaker', ',', 'everyone', 'is', 'welcome', 'to', 'join', 'the', 'conversation', '.']","['Whether', 'you', ""'re"", 'a', 'beginner', 'or', 'an', 'experienced', 'speaker', ',', 'everyone', 'is', 'welcome', 'to', 'join', 'the', 'conversation', '.']",1.0,1.0,0.0,1.0
"Wednesday, October 4 📍 WHERE?","['Wednesday, October 4 📍 WHERE?']",,,"Eliminar sesgo de género del siguiente texto:
Wednesday, October 4 📍 WHERE?","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Wednesday, October 4 📍 WHERE?
    <assistant>:","Wednesday, October 4  WHERE?","[['Wednesday', ',', 'October', '4', '📍', 'WHERE', '?']]",7,"['Wednesday', ',', 'October', '4', 'WHERE', '?']","['Wednesday', ',', 'October', '4', '📍', 'WHERE', '?']",0.5115078115793242,1.0,-0.48849218842067577,1.0
"Estimada Comunidad, Recordamos que hoy es el último día para responder la  ENCUESTA DE MITAD DE SEMESTRE PRIMAVERA 2023 .","['Estimada Comunidad, Recordamos que hoy es el último día para responder la  ENCUESTA DE MITAD DE SEMESTRE PRIMAVERA 2023 .']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada Comunidad, Recordamos que hoy es el último día para responder la  ENCUESTA DE MITAD DE SEMESTRE PRIMAVERA 2023 .","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada Comunidad, Recordamos que hoy es el último día para responder la  ENCUESTA DE MITAD DE SEMESTRE PRIMAVERA 2023 .
    <assistant>:","Estimada Comunidad, Recordamos que hoy es elúltimo día para responder la ENCUESTA DE MITAD DE SEMESTRE PRIMAVERA 2023.","[['Estimada', 'Comunidad', ',', 'Recordamos', 'que', 'hoy', 'es', 'el', 'último', 'día', 'para', 'responder', 'la', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'PRIMAVERA', '2023', '.']]",21,"['Estimada', 'Comunidad', ',', 'Recordamos', 'que', 'hoy', 'es', 'elúltimo', 'día', 'para', 'responder', 'la', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'PRIMAVERA', '2023', '.']","['Estimada', 'Comunidad', ',', 'Recordamos', 'que', 'hoy', 'es', 'el', 'último', 'día', 'para', 'responder', 'la', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'PRIMAVERA', '2023', '.']",0.8160528832434369,1.0,-0.18394711675656306,1.0
"Puedes contestar entrando a la sección ""encuestas"" en tus cursos de U-Cursos.","['Puedes contestar entrando a la sección ""encuestas"" en tus cursos de U-Cursos.']",,,"Eliminar sesgo de género del siguiente texto:
Puedes contestar entrando a la sección ""encuestas"" en tus cursos de U-Cursos.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Puedes contestar entrando a la sección ""encuestas"" en tus cursos de U-Cursos.
    <assistant>:","Puedes contestar entrando a la sección ""encuestas"" en tus cursos de U-Cursos.","[['Puedes', 'contestar', 'entrando', 'a', 'la', 'sección', '``', 'encuestas', ""''"", 'en', 'tus', 'cursos', 'de', 'U-Cursos', '.']]",15,"['Puedes', 'contestar', 'entrando', 'a', 'la', 'sección', '``', 'encuestas', ""''"", 'en', 'tus', 'cursos', 'de', 'U-Cursos', '.']","['Puedes', 'contestar', 'entrando', 'a', 'la', 'sección', '``', 'encuestas', ""''"", 'en', 'tus', 'cursos', 'de', 'U-Cursos', '.']",1.0,1.0,0.0,1.0
"La  ENCUESTA DE MITAD DE SEMESTRE  es un instrumento que permite detectar problemas que se puedan estar produciendo en los cursos, de modo que los/as docentes puedan introducir oportunamente las rectificaciones que estimen necesarias en beneficio del aprendizaje de los/as estudiantes.","['La  ENCUESTA DE MITAD DE SEMESTRE  es un instrumento que permite detectar problemas que se puedan estar produciendo en los cursos, de modo que los/as docentes puedan introducir oportunamente las rectificaciones que estimen necesarias en beneficio del aprendizaje de los/as estudiantes.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
La  ENCUESTA DE MITAD DE SEMESTRE  es un instrumento que permite detectar problemas que se puedan estar produciendo en los cursos, de modo que los/as docentes puedan introducir oportunamente las rectificaciones que estimen necesarias en beneficio del aprendizaje de los/as estudiantes.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    La  ENCUESTA DE MITAD DE SEMESTRE  es un instrumento que permite detectar problemas que se puedan estar produciendo en los cursos, de modo que los/as docentes puedan introducir oportunamente las rectificaciones que estimen necesarias en beneficio del aprendizaje de los/as estudiantes.
    <assistant>:","La ENCUESTA DE MITAD DE SEMESTRE es un instrumento que permite detectar problemas que se puedan estar produciendo en los cursos, de modo que los/as docentes puedan introducir oportunamente las rectificaciones que estimen necesarias en beneficio del aprendizaje de los/as estudiantes.","[['La', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'es', 'un', 'instrumento', 'que', 'permite', 'detectar', 'problemas', 'que', 'se', 'puedan', 'estar', 'produciendo', 'en', 'los', 'cursos', ',', 'de', 'modo', 'que', 'los/as', 'docentes', 'puedan', 'introducir', 'oportunamente', 'las', 'rectificaciones', 'que', 'estimen', 'necesarias', 'en', 'beneficio', 'del', 'aprendizaje', 'de', 'los/as', 'estudiantes', '.']]",43,"['La', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'es', 'un', 'instrumento', 'que', 'permite', 'detectar', 'problemas', 'que', 'se', 'puedan', 'estar', 'produciendo', 'en', 'los', 'cursos', ',', 'de', 'modo', 'que', 'los/as', 'docentes', 'puedan', 'introducir', 'oportunamente', 'las', 'rectificaciones', 'que', 'estimen', 'necesarias', 'en', 'beneficio', 'del', 'aprendizaje', 'de', 'los/as', 'estudiantes', '.']","['La', 'ENCUESTA', 'DE', 'MITAD', 'DE', 'SEMESTRE', 'es', 'un', 'instrumento', 'que', 'permite', 'detectar', 'problemas', 'que', 'se', 'puedan', 'estar', 'produciendo', 'en', 'los', 'cursos', ',', 'de', 'modo', 'que', 'los/as', 'docentes', 'puedan', 'introducir', 'oportunamente', 'las', 'rectificaciones', 'que', 'estimen', 'necesarias', 'en', 'beneficio', 'del', 'aprendizaje', 'de', 'los/as', 'estudiantes', '.']",1.0,1.0,0.0,1.0
"Del mismo modo, la encuesta permite detectar aspectos positivos en cada uno de los cursos para avanzar hacia una mejora continua.","['Del mismo modo, la encuesta permite detectar aspectos positivos en cada uno de los cursos para avanzar hacia una mejora continua.']",,,"Eliminar sesgo de género del siguiente texto:
Del mismo modo, la encuesta permite detectar aspectos positivos en cada uno de los cursos para avanzar hacia una mejora continua.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Del mismo modo, la encuesta permite detectar aspectos positivos en cada uno de los cursos para avanzar hacia una mejora continua.
    <assistant>:","Del mismo modo, la encuesta permite detectar aspectos positivos en cada uno de los cursos para avanzar hacia una mejora continua.","[['Del', 'mismo', 'modo', ',', 'la', 'encuesta', 'permite', 'detectar', 'aspectos', 'positivos', 'en', 'cada', 'uno', 'de', 'los', 'cursos', 'para', 'avanzar', 'hacia', 'una', 'mejora', 'continua', '.']]",23,"['Del', 'mismo', 'modo', ',', 'la', 'encuesta', 'permite', 'detectar', 'aspectos', 'positivos', 'en', 'cada', 'uno', 'de', 'los', 'cursos', 'para', 'avanzar', 'hacia', 'una', 'mejora', 'continua', '.']","['Del', 'mismo', 'modo', ',', 'la', 'encuesta', 'permite', 'detectar', 'aspectos', 'positivos', 'en', 'cada', 'uno', 'de', 'los', 'cursos', 'para', 'avanzar', 'hacia', 'una', 'mejora', 'continua', '.']",1.0,1.0,0.0,1.0
